LAST_UPDATE,MODIFIED_ZCTA,NEIGHBORHOOD_NAME,BOROUGH_GROUP,COVID_CASE_COUNT,COVID_CASE_RATE,POP_DENOMINATOR,COVID_DEATH_COUNT,COVID_DEATH_RATE,PERCENT_POSITIVE,TOTAL_COVID_TESTS
2020-05-21,11367,Fresh Meadows,Queens,986,2345.43,42039.24,54,128.45,33.82,
2020-05-21,11368,West Queens,Queens,4274,3829.95,111594.1,372,333.35,46.18,
2020-05-21,11369,West Queens,Queens,1512,4146.76,36462.23,153,419.61,44.71,
2020-05-21,11370,West Queens,Queens,1283,3916.52,32758.65,49,149.58,41.41,
2020-05-21,11372,West Queens,Queens,2402,3839.34,62562.88,221,353.24,43.96,
2020-05-21,11373,West Queens,Queens,3093,3330.25,92875.81,271,291.79,41.58,
2020-05-21,11374,Ridgewood - Forest Hills,Queens,1032,2454.36,42047.63,80,190.26,33.45,
2020-05-21,11375,Ridgewood - Forest Hills,Queens,1457,2065.11,70552.99,168,238.12,32.79,
2020-05-21,11377,West Queens,Queens,2096,2424,86468.55,167,193.13,35.73,
2020-05-21,11378,West Queens,Queens,704,2035.07,34593.45,61,176.33,32.18,
2020-05-21,11379,Ridgewood - Forest Hills,Queens,777,2146.67,36195.55,78,215.5,32.8,
2020-05-21,11385,Ridgewood - Forest Hills,Queens,2044,1985.82,102929.91,109,105.9,35.28,
2020-05-21,11411,Southeast Queens,Queens,656,3200.9,20494.26,35,170.78,41.39,
2020-05-21,11412,Jamaica,Queens,1185,3011.67,39346.92,72,182.99,39.65,
2020-05-21,11413,Southeast Queens,Queens,1250,2863.82,43647.97,60,137.46,39.66,
2020-05-21,11414,Southwest Queens,Queens,788,2787.85,28265.56,51,180.43,38.78,
2020-05-21,11415,Southwest Queens,Queens,510,2651.52,19234.25,41,213.16,34.71,
2020-05-21,11416,Southwest Queens,Queens,676,2539.98,26614.42,49,184.11,40.21,
2020-05-21,11417,Southwest Queens,Queens,856,2737.39,31270.63,35,111.93,36.75,
2020-05-21,11418,Southwest Queens,Queens,1039,2726.66,38105.16,86,225.69,37.94,
2020-05-21,11419,Southwest Queens,Queens,1123,2208.51,50848.81,81,159.3,38.36,
2020-05-21,11420,Southwest Queens,Queens,1306,2697.47,48415.71,91,187.96,38.36,
2020-05-21,11421,Southwest Queens,Queens,1144,2710.29,42209.49,92,217.96,38.94,
2020-05-21,11422,Southeast Queens,Queens,930,2757.87,33721.62,41,121.58,39.03,
2020-05-21,11423,Jamaica,Queens,1029,3211.5,32041.14,83,259.04,40.09,
2020-05-21,11426,Southeast Queens,Queens,485,2381.74,20363.28,27,132.59,37.71,
2020-05-21,11427,Southeast Queens,Queens,750,3231.03,23212.38,43,185.25,37.71,
2020-05-21,11428,Southeast Queens,Queens,643,3326.87,19327.45,38,196.61,42.55,
2020-05-21,11429,Southeast Queens,Queens,893,3185.15,28036.33,61,217.57,40.53,
2020-05-21,11432,Jamaica,Queens,1704,2696.4,63195.4,218,344.96,40.16,
2020-05-21,11433,Jamaica,Queens,895,2483.64,36035.76,69,191.48,38.52,
2020-05-21,11434,Jamaica,Queens,1967,2912.52,67536.11,145,214.7,37.21,
2020-05-21,11435,Jamaica,Queens,1550,2687.99,57663.84,128,221.98,35.77,
2020-05-21,11436,Jamaica,Queens,499,2398.18,20807.42,36,173.02,37.13,
2020-05-21,11691,Rockaway,Queens,2174,3357.06,64759.02,289,446.27,41.15,
2020-05-21,11692,Rockaway,Queens,559,2778.3,20120.24,79,392.64,37.52,
2020-05-21,11693,Rockaway,Queens,314,2536.09,12381.27,25,201.92,36.23,
2020-05-21,11694,Rockaway,Queens,668,3281.62,20355.78,73,358.62,32.98,
2020-05-21,11697,Rockaway,Queens,96,2714.4,3536.69,2,56.55,15.02,
2020-05-20,10001,Chelsea - Clinton,Manhattan,337,1430.21,23563.03,17,72.15,22.7,
2020-05-20,10002,Union Square - Lower East Side,Manhattan,984,1281.99,76755.41,140,182.4,32.14,
2020-05-20,10003,Union Square - Lower East Side,Manhattan,432,802.95,53801.62,30,55.76,20.57,
2020-05-20,10004,Lower Manhattan,Manhattan,30,821.78,3650.61,1,27.39,20.69,
2020-05-20,10005,Lower Manhattan,Manhattan,58,690.8,8396.11,2,23.82,16.48,
2020-05-20,10006,Lower Manhattan,Manhattan,23,665.17,3457.77,0,0,15.13,
2020-05-20,10007,Lower Manhattan,Manhattan,49,593.96,8249.73,3,36.36,14.5,
2020-05-20,10009,Union Square - Lower East Side,Manhattan,659,1121.74,58747.99,64,108.94,24.23,
2020-05-20,10010,Gramercy Park - Murray Hill,Manhattan,251,775.36,32371.86,20,61.78,15.63,
2020-05-20,10011,Chelsea - Clinton,Manhattan,494,997.97,49500.52,33,66.67,22.61,
2020-05-20,10012,Greenwich Village - Soho,Manhattan,155,646.34,23981.2,7,29.19,19.14,
2020-05-20,10013,Greenwich Village - Soho,Manhattan,250,861.15,29031.09,18,62,21.19,
2020-05-20,10014,Greenwich Village - Soho,Manhattan,285,918.08,31043.16,24,77.31,22.11,
2020-05-20,10016,Gramercy Park - Murray Hill,Manhattan,642,1222.29,52524.35,47,89.48,19.79,
2020-05-20,10017,Gramercy Park - Murray Hill,Manhattan,133,824.69,16127.22,5,31,16.38,
2020-05-20,10018,Chelsea - Clinton,Manhattan,200,2098.32,9531.44,3,31.47,25.94,
2020-05-20,10019,Chelsea - Clinton,Manhattan,560,1378.24,40631.45,44,108.29,23.92,
2020-05-20,10021,Upper East Side,Manhattan,527,1192.97,44175.61,57,129.03,20.03,
2020-05-20,10022,Gramercy Park - Murray Hill,Manhattan,328,1081.27,30334.8,25,82.41,19.53,
2020-05-20,10023,Upper West Side,Manhattan,533,884.28,60274.81,50,82.95,19.45,
2020-05-20,10024,Upper West Side,Manhattan,617,1076.08,57337.68,64,111.62,21.83,
2020-05-20,10025,Upper West Side,Manhattan,1182,1280.14,92333.47,144,155.96,24.81,
2020-05-20,10026,Central Harlem - Morningside Height,Manhattan,615,1576.19,39018.03,38,97.39,28.41,
2020-05-20,10027,Central Harlem - Morningside Height,Manhattan,970,1524.41,63631.04,97,152.44,29.97,
2020-05-20,10028,Upper East Side,Manhattan,450,915.47,49155.08,29,59,19.49,
2020-05-20,10029,East Harlem,Manhattan,1708,2166.37,78841.52,184,233.38,34.51,
2020-05-20,10030,Central Harlem - Morningside Height,Manhattan,477,1626.77,29321.91,44,150.06,30.84,
2020-05-20,10031,Washington Heights - Inwood,Manhattan,1229,2029.5,60556.93,112,184.95,34.59,
2020-05-20,10032,Washington Heights - Inwood,Manhattan,1398,2273.45,61492.57,148,240.68,34.64,
2020-05-20,10033,Washington Heights - Inwood,Manhattan,1253,2116.18,59210.43,109,184.09,33.64,
2020-05-20,10034,Washington Heights - Inwood,Manhattan,674,1564.76,43073.65,65,150.9,27.94,
2020-05-20,10035,East Harlem,Manhattan,911,2646.21,34426.65,103,299.19,33.21,
2020-05-20,10036,Chelsea - Clinton,Manhattan,391,1491.73,26211.25,34,129.72,24.47,
2020-05-20,10037,Central Harlem - Morningside Height,Manhattan,513,2484.31,20649.62,63,305.09,26.16,
2020-05-20,10038,Lower Manhattan,Manhattan,233,1056.79,22047.96,26,117.92,24.79,
2020-05-20,10039,Central Harlem - Morningside Height,Manhattan,487,1840.69,26457.52,51,192.76,30.38,
2020-05-20,10040,Washington Heights - Inwood,Manhattan,1061,2367.87,44808.28,103,229.87,34.12,
2020-05-20,10044,Upper East Side,Manhattan,228,1948.67,11700.29,32,273.5,31.98,
2020-05-20,10065,Upper East Side,Manhattan,318,1094.23,29061.49,25,86.02,18.18,
2020-05-20,10069,Upper West Side,Manhattan,52,820.43,6338.13,2,31.56,20,
2020-05-20,10075,Upper East Side,Manhattan,362,1531.68,23634.14,42,177.71,24.33,
2020-05-20,10128,Upper East Side,Manhattan,606,987.74,61351.93,34,55.42,19.19,
2020-05-20,10280,Lower Manhattan,Manhattan,43,447.05,9618.7,0,0,15.25,
2020-05-20,10282,Lower Manhattan,Manhattan,68,1232.9,5515.44,14,253.83,27.76,
2020-05-20,10301,Stapleton - St. George,Staten Island,1098,2771.78,39613.55,95,239.82,34.92,
2020-05-20,10302,Port Richmond,Staten Island,615,3275.81,18773.99,30,159.8,39.03,
2020-05-20,10303,Port Richmond,Staten Island,817,3114.56,26231.66,40,152.49,36.47,
2020-05-20,10304,Stapleton - St. George,Staten Island,1327,3126.13,42448.71,151,355.72,35.13,
2020-05-20,10305,Stapleton - St. George,Staten Island,1189,2793.64,42560.99,68,159.77,32.63,
2020-05-20,10306,South Beach - Tottenville,Staten Island,1400,2607.77,53685.66,72,134.11,29.7,
2020-05-20,10307,South Beach - Tottenville,Staten Island,365,2399.02,15214.56,14,92.02,30.24,
2020-05-20,10308,South Beach - Tottenville,Staten Island,614,2071.85,29635.33,25,84.36,28.32,
2020-05-20,10309,South Beach - Tottenville,Staten Island,814,2466.29,33004.98,28,84.84,29.81,
2020-05-20,10310,Port Richmond,Staten Island,702,2940.81,23870.96,28,117.3,32.13,
2020-05-20,10312,South Beach - Tottenville,Staten Island,1448,2401.15,60304.33,57,94.52,30.14,
2020-05-20,10314,Willowbrook,Staten Island,2546,2802.91,90834.29,166,182.75,33.36,
2020-05-20,10451,High Bridge - Morrisania,Bronx,1546,3239.81,47718.77,146,305.96,37.2,
2020-05-20,10452,High Bridge - Morrisania,Bronx,2232,2897.38,77035.04,151,196.01,37.54,
2020-05-20,10453,Crotona - Tremont,Bronx,2241,2760.39,81184.04,148,182.3,38.51,
2020-05-20,10454,Hunts Point - Mott Haven,Bronx,1085,2838.57,38223.41,98,256.39,33.53,
2020-05-20,10455,Hunts Point - Mott Haven,Bronx,1206,2859.56,42174.38,93,220.51,37.2,
2020-05-20,10456,High Bridge - Morrisania,Bronx,2361,2526.7,93441.91,257,275.04,35.33,
2020-05-20,10457,Crotona - Tremont,Bronx,1958,2621.68,74685.06,168,224.94,36.25,
2020-05-20,10458,Fordham - Bronx Park,Bronx,1936,2310.05,83807.74,108,128.87,36.22,
2020-05-20,10459,Hunts Point - Mott Haven,Bronx,1424,2944.91,48354.56,150,310.21,39.5,
2020-05-20,10460,Crotona - Tremont,Bronx,1563,2601.82,60073.25,108,179.78,37.95,
2020-05-20,10461,Pelham - Throgs Neck,Bronx,1826,3690.41,49479.56,125,252.63,34.36,
2020-05-20,10462,Pelham - Throgs Neck,Bronx,2179,2817.71,77332.41,157,203.02,35.11,
2020-05-20,10463,Kingsbridge - Riverdale,Bronx,1825,2560.06,71287.33,178,249.69,32.8,
2020-05-20,10464,Pelham - Throgs Neck,Bronx,117,2687.7,4353.16,6,137.83,26.29,
2020-05-20,10465,Pelham - Throgs Neck,Bronx,1444,3355.76,43030.43,70,162.68,31.41,
2020-05-20,10466,Northeast Bronx,Bronx,2249,3116.4,72166.65,151,209.24,39.55,
2020-05-20,10467,Fordham - Bronx Park,Bronx,3192,3167.17,100784.05,276,273.85,39.22,
2020-05-20,10468,Fordham - Bronx Park,Bronx,2572,3354.15,76681.12,174,226.91,39.79,
2020-05-20,10469,Northeast Bronx,Bronx,2836,3965.98,71508.25,307,429.32,40.14,
2020-05-20,10470,Northeast Bronx,Bronx,434,3077.19,14103.75,13,92.17,30.24,
2020-05-20,10471,Kingsbridge - Riverdale,Bronx,761,3581.64,21247.28,66,310.63,25.49,
2020-05-20,10472,Pelham - Throgs Neck,Bronx,1853,2728.45,67913.94,166,244.43,41.22,
2020-05-20,10473,Pelham - Throgs Neck,Bronx,1824,2945.49,61925.28,116,187.32,36.93,
2020-05-20,10474,Hunts Point - Mott Haven,Bronx,315,2532.55,12438.07,17,136.68,38.5,
2020-05-20,10475,Northeast Bronx,Bronx,1635,3737.72,43743.21,155,354.34,35.7,
2020-05-20,11004,Southeast Queens,Queens,544,2900.01,18758.55,54,287.87,33.37,
2020-05-20,11101,Long Island City - Astoria,Queens,596,1692.98,35204.11,36,102.26,26.79,
2020-05-20,11102,Long Island City - Astoria,Queens,576,1765.09,32632.92,69,211.44,30.85,
2020-05-20,11103,Long Island City - Astoria,Queens,528,1443.19,36585.65,41,112.07,29.5,
2020-05-20,11104,Long Island City - Astoria,Queens,465,1876.84,24775.7,34,137.23,31.27,
2020-05-20,11105,Long Island City - Astoria,Queens,473,1317.74,35894.88,39,108.65,25.88,
2020-05-20,11106,Long Island City - Astoria,Queens,614,1588.02,38664.4,41,106.04,30.29,
2020-05-20,11109,Long Island City - Astoria,Queens,46,907.18,5070.64,2,39.44,15.49,
2020-05-20,11201,Downtown - Heights - Slope,Brooklyn,639,1049.12,60908.15,76,124.78,21.6,
2020-05-20,11203,East Flatbush - Flatbush,Brooklyn,1941,2644.69,73392.42,225,306.57,38.59,
2020-05-20,11204,Borough Park,Brooklyn,1920,2420.5,79322.45,135,170.19,30.51,
2020-05-20,11205,Downtown - Heights - Slope,Brooklyn,682,1549.53,44013.21,44,99.97,27.04,
2020-05-20,11206,Williamsburg - Bushwick,Brooklyn,1498,1752.12,85496.61,144,168.43,31,
2020-05-20,11207,East New York,Brooklyn,1960,2198.38,89156.75,193,216.47,35.35,
2020-05-20,11208,East New York,Brooklyn,2218,2319.9,95607.69,214,223.83,38.55,
2020-05-20,11209,Bensonhurst - Bay Ridge,Brooklyn,1070,1595.08,67081.12,100,149.07,28.3,
2020-05-20,11210,East Flatbush - Flatbush,Brooklyn,1591,2371.47,67089.29,125,186.32,36.84,
2020-05-20,11211,Greenpoint,Brooklyn,1983,1991.07,99594.67,119,119.48,28.69,
2020-05-20,11212,Bedford Stuyvesant - Crown Heights,Brooklyn,1719,2159.82,79589.99,210,263.85,34.87,
2020-05-20,11213,Bedford Stuyvesant - Crown Heights,Brooklyn,1301,2019.37,64425.94,127,197.13,35.67,
2020-05-20,11214,Bensonhurst - Bay Ridge,Brooklyn,1456,1560,93333.46,161,172.5,34.8,
2020-05-20,11215,Downtown - Heights - Slope,Brooklyn,589,842.24,69932.3,40,57.2,22.93,
2020-05-20,11216,Bedford Stuyvesant - Crown Heights,Brooklyn,691,1244.2,55537.72,60,108.03,27.87,
2020-05-20,11217,Downtown - Heights - Slope,Brooklyn,591,1244.82,47476.67,72,151.65,31.16,
2020-05-20,11218,Borough Park,Brooklyn,1628,2147.57,75806.47,119,156.98,33.96,
2020-05-20,11219,Borough Park,Brooklyn,2862,3082.12,92858.07,202,217.54,26.98,
2020-05-20,11220,Sunset Park,Brooklyn,1440,1462.67,98450,148,150.33,36.22,
2020-05-20,11221,Williamsburg - Bushwick,Brooklyn,1225,1499.89,81672.44,118,144.48,32.36,
2020-05-20,11222,Greenpoint,Brooklyn,424,1166.46,36349.16,28,77.03,24.09,
2020-05-20,11223,Coney Island - Sheepshead Bay,Brooklyn,1623,2029.84,79957.11,132,165.09,33.85,
2020-05-20,11224,Coney Island - Sheepshead Bay,Brooklyn,1089,2447.89,44487.34,187,420.34,35.46,
2020-05-20,11225,East Flatbush - Flatbush,Brooklyn,1106,1916.43,57711.49,123,213.13,35.51,
2020-05-20,11226,East Flatbush - Flatbush,Brooklyn,2119,2139.08,99061.32,242,244.29,37.44,
2020-05-20,11228,Bensonhurst - Bay Ridge,Brooklyn,616,1393.19,44215.08,74,167.36,32.14,
2020-05-20,11229,Coney Island - Sheepshead Bay,Brooklyn,1484,1747.75,84909.16,128,150.75,32.49,
2020-05-20,11230,Borough Park,Brooklyn,2200,2467.31,89165.77,198,222.06,33.47,
2020-05-20,11231,Downtown - Heights - Slope,Brooklyn,398,1075.83,36994.7,33,89.2,26.63,
2020-05-20,11232,Sunset Park,Brooklyn,493,1743.83,28271.09,37,130.88,38.9,
2020-05-20,11233,Bedford Stuyvesant - Crown Heights,Brooklyn,1194,1654.99,72145.54,120,166.33,35,
2020-05-20,11234,Canarsie - Flatlands,Brooklyn,2159,2265.36,95304.8,165,173.13,36.8,
2020-05-20,11235,Coney Island - Sheepshead Bay,Brooklyn,1941,2440.28,79540.14,257,323.11,35.67,
2020-05-20,11236,Canarsie - Flatlands,Brooklyn,2567,2650.57,96846.99,263,271.56,40.35,
2020-05-20,11237,Williamsburg - Bushwick,Brooklyn,904,1783.19,50695.72,99,195.28,36.92,
2020-05-20,11238,Bedford Stuyvesant - Crown Heights,Brooklyn,733,1357.01,54015.79,84,155.51,30.42,
2020-05-20,11239,Canarsie - Flatlands,Brooklyn,485,3907.08,12413.37,76,612.24,36.97,
2020-05-20,11354,Flushing - Clearview,Queens,1120,2017.35,55518.32,242,435.89,37.55,
2020-05-20,11355,Flushing - Clearview,Queens,1208,1509.74,80013.97,137,171.22,38.89,
2020-05-20,11356,Flushing - Clearview,Queens,532,2281.04,23322.74,38,162.93,36.62,
2020-05-20,11357,Flushing - Clearview,Queens,783,1958.7,39975.56,76,190.12,33.52,
2020-05-20,11358,Flushing - Clearview,Queens,535,1505.28,35541.5,33,92.85,31.15,
2020-05-20,11360,Flushing - Clearview,Queens,300,1590.4,18863.17,16,84.82,26.69,
2020-05-20,11361,Bayside - Little Neck,Queens,431,1540.83,27971.99,37,132.28,30.33,
2020-05-20,11362,Bayside - Little Neck,Queens,293,1651.82,17738.01,17,95.84,31.13,
2020-05-20,11363,Bayside - Little Neck,Queens,97,1354.93,7159.03,3,41.91,29.22,
2020-05-20,11364,Bayside - Little Neck,Queens,450,1301.99,34562.6,25,72.33,29.19,
2020-05-20,11365,Fresh Meadows,Queens,798,1811.55,44050.79,54,122.59,34.4,
2020-05-20,11366,Fresh Meadows,Queens,369,2678.3,13777.39,22,159.68,36.94,
2020-05-20,11367,Fresh Meadows,Queens,981,2333.53,42039.24,53,126.07,34.43,
2020-05-20,11368,West Queens,Queens,4268,3824.57,111594.1,371,332.45,47.02,
2020-05-20,11369,West Queens,Queens,1513,4149.5,36462.23,153,419.61,45.29,
2020-05-20,11370,West Queens,Queens,1283,3916.52,32758.65,49,149.58,41.9,
2020-05-20,11372,West Queens,Queens,2399,3834.54,62562.88,218,348.45,44.96,
2020-05-20,11373,West Queens,Queens,3087,3323.79,92875.81,271,291.79,42.36,
2020-05-20,11374,Ridgewood - Forest Hills,Queens,1030,2449.6,42047.63,80,190.26,34.16,
2020-05-20,11375,Ridgewood - Forest Hills,Queens,1455,2062.28,70552.99,168,238.12,33.32,
2020-05-20,11377,West Queens,Queens,2084,2410.12,86468.55,166,191.98,36.31,
2020-05-20,11378,West Queens,Queens,704,2035.07,34593.45,61,176.33,32.96,
2020-05-20,11379,Ridgewood - Forest Hills,Queens,778,2149.44,36195.55,77,212.73,33.64,
2020-05-20,11385,Ridgewood - Forest Hills,Queens,2039,1980.96,102929.91,109,105.9,35.92,
2020-05-20,11411,Southeast Queens,Queens,652,3181.38,20494.26,35,170.78,42.08,
2020-05-20,11412,Jamaica,Queens,1185,3011.67,39346.92,72,182.99,40.32,
2020-05-20,11413,Southeast Queens,Queens,1252,2868.4,43647.97,60,137.46,40.28,
2020-05-20,11414,Southwest Queens,Queens,785,2777.23,28265.56,51,180.43,39.17,
2020-05-20,11415,Southwest Queens,Queens,509,2646.32,19234.25,41,213.16,35.23,
2020-05-20,11416,Southwest Queens,Queens,674,2532.46,26614.42,49,184.11,40.87,
2020-05-20,11417,Southwest Queens,Queens,854,2731,31270.63,35,111.93,37.57,
2020-05-20,11418,Southwest Queens,Queens,1035,2716.17,38105.16,86,225.69,38.58,
2020-05-20,11419,Southwest Queens,Queens,1120,2202.61,50848.81,80,157.33,39.51,
2020-05-20,11420,Southwest Queens,Queens,1296,2676.82,48415.71,91,187.96,39.02,
2020-05-20,11421,Southwest Queens,Queens,1144,2710.29,42209.49,91,215.59,39.55,
2020-05-20,11422,Southeast Queens,Queens,927,2748.98,33721.62,40,118.62,39.5,
2020-05-20,11423,Jamaica,Queens,1024,3195.89,32041.14,83,259.04,40.57,
2020-05-20,11426,Southeast Queens,Queens,484,2376.83,20363.28,26,127.68,38.55,
2020-05-20,11427,Southeast Queens,Queens,749,3226.73,23212.38,42,180.94,38.21,
2020-05-20,11428,Southeast Queens,Queens,641,3316.53,19327.45,37,191.44,43.45,
2020-05-20,11429,Southeast Queens,Queens,885,3156.62,28036.33,61,217.57,41.07,
2020-05-20,11432,Jamaica,Queens,1701,2691.65,63195.4,218,344.96,40.87,
2020-05-20,11433,Jamaica,Queens,889,2466.99,36035.76,69,191.48,39.11,
2020-05-20,11434,Jamaica,Queens,1961,2903.63,67536.11,144,213.22,38.43,
2020-05-20,11435,Jamaica,Queens,1546,2681.06,57663.84,128,221.98,37.92,
2020-05-20,11436,Jamaica,Queens,498,2393.38,20807.42,36,173.02,37.67,
2020-05-20,11691,Rockaway,Queens,2165,3343.16,64759.02,287,443.18,41.68,
2020-05-20,11692,Rockaway,Queens,558,2773.33,20120.24,79,392.64,38.17,
2020-05-20,11693,Rockaway,Queens,314,2536.09,12381.27,25,201.92,36.68,
2020-05-20,11694,Rockaway,Queens,665,3266.89,20355.78,72,353.71,33.32,
2020-05-20,11697,Rockaway,Queens,95,2686.13,3536.69,2,56.55,16.3,
2020-05-19,10001,Chelsea - Clinton,Manhattan,336,1425.96,23563.03,17,72.15,23.07,
2020-05-19,10002,Union Square - Lower East Side,Manhattan,979,1275.48,76755.41,139,181.09,32.46,
2020-05-19,10003,Union Square - Lower East Side,Manhattan,431,801.09,53801.62,30,55.76,20.86,
2020-05-19,10004,Lower Manhattan,Manhattan,29,794.39,3650.61,1,27.39,21.13,
2020-05-19,10005,Lower Manhattan,Manhattan,58,690.8,8396.11,2,23.82,16.62,
2020-05-19,10006,Lower Manhattan,Manhattan,23,665.17,3457.77,0,0,15.23,
2020-05-19,10007,Lower Manhattan,Manhattan,50,606.08,8249.73,3,36.36,14.89,
2020-05-19,10009,Union Square - Lower East Side,Manhattan,658,1120.04,58747.99,63,107.24,24.51,
2020-05-19,10010,Gramercy Park - Murray Hill,Manhattan,251,775.36,32371.86,20,61.78,16,
2020-05-19,10011,Chelsea - Clinton,Manhattan,494,997.97,49500.52,33,66.67,22.94,
2020-05-19,10012,Greenwich Village - Soho,Manhattan,155,646.34,23981.2,7,29.19,19.77,
2020-05-19,10013,Greenwich Village - Soho,Manhattan,249,857.7,29031.09,18,62,21.46,
2020-05-19,10014,Greenwich Village - Soho,Manhattan,284,914.86,31043.16,23,74.09,22.63,
2020-05-19,10016,Gramercy Park - Murray Hill,Manhattan,642,1222.29,52524.35,46,87.58,20.19,
2020-05-19,10017,Gramercy Park - Murray Hill,Manhattan,132,818.49,16127.22,5,31,16.88,
2020-05-19,10018,Chelsea - Clinton,Manhattan,200,2098.32,9531.44,3,31.47,27.1,
2020-05-19,10019,Chelsea - Clinton,Manhattan,559,1375.78,40631.45,42,103.37,24.23,
2020-05-19,10021,Upper East Side,Manhattan,526,1190.7,44175.61,57,129.03,20.31,
2020-05-19,10022,Gramercy Park - Murray Hill,Manhattan,328,1081.27,30334.8,25,82.41,19.91,
2020-05-19,10023,Upper West Side,Manhattan,530,879.31,60274.81,50,82.95,19.67,
2020-05-19,10024,Upper West Side,Manhattan,615,1072.59,57337.68,62,108.13,22.07,
2020-05-19,10025,Upper West Side,Manhattan,1174,1271.48,92333.47,144,155.96,25.35,
2020-05-19,10026,Central Harlem - Morningside Height,Manhattan,613,1571.07,39018.03,37,94.83,28.65,
2020-05-19,10027,Central Harlem - Morningside Height,Manhattan,966,1518.13,63631.04,97,152.44,30.27,
2020-05-19,10028,Upper East Side,Manhattan,448,911.4,49155.08,28,56.96,19.73,
2020-05-19,10029,East Harlem,Manhattan,1703,2160.03,78841.52,183,232.11,34.9,
2020-05-19,10030,Central Harlem - Morningside Height,Manhattan,475,1619.95,29321.91,44,150.06,31.16,
2020-05-19,10031,Washington Heights - Inwood,Manhattan,1225,2022.89,60556.93,112,184.95,34.89,
2020-05-19,10032,Washington Heights - Inwood,Manhattan,1389,2258.81,61492.57,147,239.05,34.96,
2020-05-19,10033,Washington Heights - Inwood,Manhattan,1248,2107.74,59210.43,108,182.4,33.98,
2020-05-19,10034,Washington Heights - Inwood,Manhattan,671,1557.8,43073.65,65,150.9,28.18,
2020-05-19,10035,East Harlem,Manhattan,906,2631.68,34426.65,102,296.28,33.41,
2020-05-19,10036,Chelsea - Clinton,Manhattan,390,1487.91,26211.25,33,125.9,24.82,
2020-05-19,10037,Central Harlem - Morningside Height,Manhattan,513,2484.31,20649.62,63,305.09,26.34,
2020-05-19,10038,Lower Manhattan,Manhattan,233,1056.79,22047.96,25,113.39,25.16,
2020-05-19,10039,Central Harlem - Morningside Height,Manhattan,485,1833.13,26457.52,50,188.98,30.62,
2020-05-19,10040,Washington Heights - Inwood,Manhattan,1058,2361.17,44808.28,103,229.87,34.46,
2020-05-19,10044,Upper East Side,Manhattan,227,1940.12,11700.29,31,264.95,32.25,
2020-05-19,10065,Upper East Side,Manhattan,316,1087.35,29061.49,25,86.02,18.44,
2020-05-19,10069,Upper West Side,Manhattan,52,820.43,6338.13,2,31.56,20.39,
2020-05-19,10075,Upper East Side,Manhattan,362,1531.68,23634.14,42,177.71,24.53,
2020-05-19,10128,Upper East Side,Manhattan,605,986.11,61351.93,34,55.42,19.62,
2020-05-19,10280,Lower Manhattan,Manhattan,43,447.05,9618.7,0,0,15.41,
2020-05-19,10282,Lower Manhattan,Manhattan,68,1232.9,5515.44,14,253.83,27.87,
2020-05-19,10301,Stapleton - St. George,Staten Island,1097,2769.25,39613.55,95,239.82,35.07,
2020-05-19,10302,Port Richmond,Staten Island,611,3254.5,18773.99,30,159.8,39.22,
2020-05-19,10303,Port Richmond,Staten Island,816,3110.75,26231.66,39,148.68,36.69,
2020-05-19,10304,Stapleton - St. George,Staten Island,1324,3119.06,42448.71,150,353.37,35.41,
2020-05-19,10305,Stapleton - St. George,Staten Island,1184,2781.89,42560.99,66,155.07,32.87,
2020-05-19,10306,South Beach - Tottenville,Staten Island,1396,2600.32,53685.66,72,134.11,29.91,
2020-05-19,10307,South Beach - Tottenville,Staten Island,363,2385.87,15214.56,14,92.02,30.57,
2020-05-19,10308,South Beach - Tottenville,Staten Island,613,2068.48,29635.33,25,84.36,28.45,
2020-05-19,10309,South Beach - Tottenville,Staten Island,813,2463.26,33004.98,28,84.84,30.08,
2020-05-19,10310,Port Richmond,Staten Island,701,2936.62,23870.96,28,117.3,32.5,
2020-05-19,10312,South Beach - Tottenville,Staten Island,1444,2394.52,60304.33,57,94.52,30.53,
2020-05-19,10314,Willowbrook,Staten Island,2544,2800.7,90834.29,166,182.75,33.56,
2020-05-19,10451,High Bridge - Morrisania,Bronx,1539,3225.15,47718.77,146,305.96,37.4,
2020-05-19,10452,High Bridge - Morrisania,Bronx,2210,2868.82,77035.04,149,193.42,37.94,
2020-05-19,10453,Crotona - Tremont,Bronx,2235,2753,81184.04,146,179.84,38.75,
2020-05-19,10454,Hunts Point - Mott Haven,Bronx,1075,2812.41,38223.41,97,253.77,33.62,
2020-05-19,10455,Hunts Point - Mott Haven,Bronx,1198,2840.59,42174.38,93,220.51,37.41,
2020-05-19,10456,High Bridge - Morrisania,Bronx,2354,2519.21,93441.91,256,273.97,35.61,
2020-05-19,10457,Crotona - Tremont,Bronx,1957,2620.34,74685.06,166,222.27,36.62,
2020-05-19,10458,Fordham - Bronx Park,Bronx,1928,2300.5,83807.74,108,128.87,36.48,
2020-05-19,10459,Hunts Point - Mott Haven,Bronx,1420,2936.64,48354.56,150,310.21,39.84,
2020-05-19,10460,Crotona - Tremont,Bronx,1559,2595.16,60073.25,108,179.78,38.28,
2020-05-19,10461,Pelham - Throgs Neck,Bronx,1819,3676.27,49479.56,125,252.63,34.61,
2020-05-19,10462,Pelham - Throgs Neck,Bronx,2173,2809.95,77332.41,157,203.02,35.45,
2020-05-19,10463,Kingsbridge - Riverdale,Bronx,1820,2553.05,71287.33,177,248.29,33.32,
